School Year,School District,BEDS Code,School Name,Local School Code,School Type,Part B,Lowest Grade,Highest Grade,Does this school serve its full planned grade span? (Y/N),"If no, is this school opening this school year? (Y/N)",Is the school scheduled to close? (Y/N),"If so, what year?",K-12 Enrollment,Pre-K Enrollment,Preschool Special Ed Enrollment,K-12 FRPL Count,K-12 ELL Count,K-12 SWD Count,Classroom Teachers w/ 0-3 Years Experience,Classroom Teachers w/ More than 3 Years Experience,Paraprofessional Classroom Staff,Principals & Other Admin Staff,Pupil Support Services Staff, All Remaining Staff , Total Staff , Part C , Classroom Teachers , All Other Salaries , Employee Benefits , BOCES Services , All Other , Total Allocation by Object , Grades K-12 , Pre-K , Grades K- 12 , Preschool , School Administration , Instructional Media , Pupil Support Services , Total Allocation by Purpose , State & Local Funding , Federal Funding , Total Funding Source by School , State & Local Funding per Pupil , Federal Funding per Pupil , Central District Costs , Total School Allocation w/ Central District Costs , Total School Funding per Pupil , Part D , Does this school offer a Pre-K program? (Y/N) , Does this school offer student/family support or community schools services? (Y/N) , 4-Year-Old Full-Day , 4-Year-Old Half-Day , 3-Year-Old Full-Day , 3-Year-Old Half-Day , Total Pre-K Enrollment , State Grants , Other State & Local Funding , Federal Funding  , Total Pre-K Spending , Community Schools Site Coordinator (FTE Basis) , Enriched Academic Services ," Health, Mental Health/Counseling, Dental Care ", Nutrition Services , Legal Services , After-School Programs/Extended Day Programs , All Other  , Total Community Schools Spending , Foundation Aid Community Schools Set-Aside , Other State & Local Funding  , Federal Funding   , Part E ,Local Formula Allocation, Allocation If Local Formula Fully Funded ,Difference,% Funded, Total Funding (See Part C) ,Local Formula as % of Total Funding, Other Funding 
2017-18,New York City,342900010270,The Gordon Parks School,Q270,K-8 School,Part B,K,8,Yes,,No,,735,18,0,475,3,121,5.0,46.0,15.5,3.0,2.0,3.0,74.5,Part C," 44,39,891.00 "," 16,14,641.00 "," 36,86,332.13 ", -   ," 51,382.00 "," 97,92,246.13 "," 56,26,700.44 "," 2,25,903.62 "," 32,06,852.70 "," 16,135.97 "," 6,42,744.01 "," 4,579.00 "," 69,330.39 "," 97,92,246.13 "," 96,27,769.13 "," 1,64,477.00 "," 97,92,246.13 "," 12,735.14 ", 217.56 ," 50,45,543.67 "," 1,48,37,789.80 "," 19,626.71 ", Part D ,Yes,No, 14.00 , -   , -   , - , 14 ," 1,40,000 "," 85,904 ", -   ," 2,25,903.62 ", -  , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , Part E ,"76,32,834.00 "," 78,74,719.00 ","(2,41,885.00)",96.9283%," 97,92,246.13 ",77.9477%," 21,59,412.13 "
2017-18,New York City,342900010289,Queens United Middle School,Q289,Middle/Junior High School,Part B,6,8,Yes,,No,,204,0,0,152,5,38,7.0,9.0,3.6,2.0,2.0,2.0,25.6,Part C," 9,82,254.00 "," 7,05,129.00 "," 10,27,371.59 ", -   ," 1,19,195.00 "," 28,33,949.59 "," 16,40,055.29 ", -   ," 6,39,912.43 ", -   ," 4,59,221.92 "," 1,271.00 "," 93,488.96 "," 28,33,949.59 "," 27,42,819.59 "," 91,130.00 "," 28,33,949.59 "," 16,229.70 ", 539.23 ," 11,27,905.93 "," 39,61,855.52 "," 23,442.93 ", Part D ,No,No, -   , -   , -   , - , - , - , - , -   , -   , -  , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , Part E ,"23,40,289.00 "," 23,40,289.00 ",0.00 ,100.0000%," 28,33,949.59 ",82.5805%," 4,93,660.59 "
2017-18,New York City,342900010295,P.S./I.S. 295,Q295,K-8 School,Part B,K,8,Yes,,No,,478,17,0,372,47,83,8.0,33.0,15.6,2.0,2.8,3.0,64.4,Part C," 36,10,612.00 "," 13,66,070.00 "," 30,30,077.76 ", -   ," 40,115.00 "," 80,46,874.76 "," 47,99,280.80 "," 2,38,520.25 "," 24,39,160.94 ", -   ," 4,53,772.73 "," 2,978.00 "," 1,13,162.03 "," 80,46,874.76 "," 77,08,408.76 "," 3,38,466.00 "," 80,46,874.76 "," 16,470.96 ", 723.22 ," 31,23,431.80 "," 1,11,70,306.56 "," 23,868.18 ", Part D ,Yes,No, 15.00 , -   , -   , - , 15 ," 1,50,000 "," 88,520 ", -   ," 2,38,520.25 ", -  , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , Part E ,"52,43,875.00 "," 53,84,251.00 ","(1,40,376.00)",97.3928%," 80,46,874.76 ",65.1666%," 28,02,999.76 "
2017-18,New York City,342900010355,Collaborative Arts Middle School,Q355,Middle/Junior High School,Part B,6,8,Yes,,No,,305,0,0,235,14,81,6.0,17.0,8.1,2.0,3.0,2.0,38.1,Part C," 21,50,449.00 "," 11,53,403.00 "," 20,11,566.84 ", -   ," 1,25,269.00 "," 54,40,687.84 "," 36,62,835.23 ", -   ," 12,16,201.07 ", -   ," 4,56,029.95 "," 1,881.00 "," 1,03,740.58 "," 54,40,687.84 "," 52,08,351.84 "," 2,32,336.00 "," 54,40,687.84 "," 16,965.32 ", 756.79 ," 20,48,917.87 "," 74,89,605.70 "," 24,396.11 ", Part D ,No,No, -   , -   , -   , - , - , - , - , -   , -   , -  , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , Part E ,"39,52,637.00 "," 40,23,966.00 ","(71,329.00)",98.2274%," 54,40,687.84 ",72.6496%," 14,88,050.84 "
2017-18,New York City,342900010356,Community Voices Middle School,Q356,Middle/Junior High School,Part B,6,8,Yes,,No,,302,0,0,215,17,80,5.0,19.0,8.6,2.0,1.0,3.0,38.6,Part C," 20,99,026.00 "," 10,85,869.00 "," 19,39,139.27 ", -   ," 99,240.00 "," 52,23,274.27 "," 30,50,951.33 ", -   ," 16,32,107.79 ", -   ," 4,36,371.35 "," 1,881.00 "," 1,01,962.79 "," 52,23,274.27 "," 50,35,816.27 "," 1,87,458.00 "," 52,23,274.27 "," 16,730.29 ", 622.78 ," 20,08,873.87 "," 72,32,148.14 "," 24,027.07 ", Part D ,No,No, -   , -   , -   , - , - , - , - , -   , -   , -  , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , Part E ,"41,64,686.00 "," 42,43,166.00 ","(78,480.00)",98.1504%," 52,23,274.27 ",79.7332%," 10,58,588.27 "
2017-18,New York City,342900010360,P.S. 360,Q360,Elementary School,Part B,K,2,No,No,No,,152,21,0,94,0,16,5.0,7.0,3.6,2.0,0.9,1.0,19.5,Part C," 11,45,592.00 "," 5,20,925.00 "," 10,14,667.22 ", -   ," 41,457.00 "," 27,22,641.22 "," 15,36,791.04 "," 4,50,111.26 "," 2,67,319.30 ", -   ," 4,37,967.34 "," 1,258.00 "," 29,194.28 "," 27,22,641.22 "," 26,59,865.22 "," 62,776.00 "," 27,22,641.22 "," 12,726.63 ", 300.36 ," 13,94,865.91 "," 41,17,507.13 "," 19,700.99 ", Part D ,Yes,No, 31.00 , -   , -   , - , 31 ," 2,20,000 "," 2,30,111 ", -   ," 4,50,111.26 ", -  , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , Part E ,"19,81,858.00 "," 19,81,860.00 ",(2.00),99.9999%," 27,22,641.22 ",72.7917%," 7,40,783.22 "
2017-18,New York City,342900011243,Institute for Health Professions at Cambria Heights,Q243,Senior High School,Part B,9,12,Yes,,No,,420,0,0,309,30,42,11.0,21.0,3.6,3.0,2.0,3.0,43.6,Part C," 24,84,906.00 "," 12,65,040.00 "," 22,83,173.40 ", -   ," 3,11,350.00 "," 63,44,469.40 "," 47,22,369.12 ", -   ," 6,54,551.40 ", -   ," 7,02,899.10 "," 2,585.00 "," 2,62,064.78 "," 63,44,469.40 "," 60,69,696.40 "," 2,74,773.00 "," 63,44,469.40 "," 14,590.62 ", 660.51 ," 27,76,383.82 "," 91,20,853.22 "," 21,925.13 ", Part D ,No,No, -   , -   , -   , - , - , - , - , -   , -   , -  , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , Part E ,"54,19,899.00 "," 54,19,904.00 ",(5.00),99.9999%," 63,44,469.40 ",85.4271%," 9,24,570.40 "
2017-18,New York City,342900011248,Queens Preparatory Academy,Q248,Senior High School,Part B,9,12,Yes,,No,,415,0,0,324,37,61,8.0,20.0,3.0,3.0,3.0,3.0,40.0,Part C," 20,02,974.00 "," 11,37,683.00 "," 19,12,204.74 ", -   ," 68,874.00 "," 51,21,735.74 "," 34,54,461.10 ", -   ," 7,28,421.98 ", -   ," 6,72,400.04 "," 2,417.00 "," 2,64,035.63 "," 51,21,735.74 "," 49,15,633.74 "," 2,06,102.00 "," 51,21,735.74 "," 13,846.86 ", 580.57 ," 23,69,269.85 "," 74,91,005.59 "," 21,101.42 ", Part D ,No,No, -   , -   , -   , - , - , - , - , -   , -   , -  , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , Part E ,"41,53,138.00 "," 45,65,736.00 ","(4,12,598.00)",90.9632%," 51,21,735.74 ",81.0885%," 9,68,597.74 "
2017-18,New York City,342900011259,Pathways College Preparatory School: A College Board School,Q259,Junior-Senior High School,Part B,6,12,Yes,,No,,583,0,0,431,22,95,7.0,31.0,3.0,4.0,3.0,5.0,53.0,Part C," 32,54,757.00 "," 15,69,557.00 "," 29,37,307.74 ", -   ," 1,44,648.00 "," 79,06,269.74 "," 56,68,502.66 ", -   ," 8,88,237.59 ", -   ," 9,21,016.40 "," 3,526.00 "," 4,24,987.09 "," 79,06,269.74 "," 76,46,357.74 "," 2,59,912.00 "," 79,06,269.74 "," 14,004.32 ", 476.03 ," 36,44,003.76 "," 1,15,50,273.50 "," 21,154.35 ", Part D ,No,No, -   , -   , -   , - , - , - , - , -   , -   , -  , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , Part E ,"57,22,719.00 "," 63,13,041.00 ","(5,90,322.00)",90.6492%," 79,06,269.74 ",72.3820%," 21,83,550.74 "
2017-18,New York City,342900011265,Excelsior Preparatory High School,Q265,Senior High School,Part B,9,12,Yes,,No,,483,0,0,327,28,67,2.0,25.0,3.0,3.0,3.0,4.0,40.0,Part C," 24,08,543.00 "," 12,28,590.00 "," 22,14,486.64 ", -   ," 1,05,303.00 "," 59,56,922.64 "," 40,51,581.95 ", -   ," 7,75,218.74 ", -   ," 7,08,333.81 "," 2,897.00 "," 4,18,891.14 "," 59,56,922.64 "," 57,44,611.64 "," 2,12,311.00 "," 59,56,922.64 "," 12,597.83 ", 465.59 ," 30,43,343.80 "," 90,00,266.44 "," 19,737.43 ", Part D ,No,No, -   , -   , -   , - , - , - , - , -   , -   , -  , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , Part E ,"50,95,681.00 "," 56,10,896.00 ","(5,15,215.00)",90.8176%," 59,56,922.64 ",85.5422%," 8,61,241.64 "
2017-18,New York City,342900011272,George Washington Carver High School for the Sciences,Q272,Senior High School,Part B,9,12,Yes,,No,,468,0,0,335,31,72,3.0,26.0,8.0,4.0,6.0,3.0,50.0,Part C," 26,44,369.00 "," 14,63,170.00 "," 25,00,895.69 ", -   ," 60,031.00 "," 66,68,465.69 "," 48,33,155.36 ", -   ," 7,91,468.18 ", -   ," 9,50,332.96 "," 2,847.00 "," 90,662.20 "," 66,68,465.69 "," 63,09,354.69 "," 3,59,111.00 "," 66,68,465.69 "," 14,638.87 ", 833.20 ," 28,76,493.81 "," 95,44,959.50 "," 22,146.08 ", Part D ,No,No, -   , -   , -   , - , - , - , - , -   , -   , -  , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , Part E ,"47,95,800.00 "," 52,67,428.00 ","(4,71,628.00)",91.0463%," 66,68,465.69 ",71.9176%," 18,72,665.69 "
2017-18,New York City,342900011283,Preparatory Academy for Writers: A College Board School,Q283,Junior-Senior High School,Part B,6,12,Yes,,No,,588,0,0,404,9,95,4.0,28.0,6.0,4.0,2.0,5.0,49.0,Part C," 29,11,338.00 "," 14,41,705.00 "," 26,50,372.03 ", -   ," 1,12,296.00 "," 71,15,711.03 "," 46,45,789.70 ", -   ," 13,61,121.91 ", -   ," 9,14,434.57 "," 3,582.00 "," 1,90,782.85 "," 71,15,711.03 "," 68,53,099.03 "," 2,62,612.00 "," 71,15,711.03 "," 12,597.61 ", 482.74 ," 36,30,655.76 "," 1,07,46,366.79 "," 19,754.35 ", Part D ,No,No, -   , -   , -   , - , - , - , - , -   , -   , -  , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , Part E ,"57,44,705.00 "," 63,35,643.00 ","(5,90,938.00)",90.6728%," 71,15,711.03 ",80.7327%," 13,71,006.03 "
2017-18,New York City,342900011313,Benjamin Franklin High School for Finance & Information Technology,Q313,Senior High School,Part B,9,12,Yes,,No,,397,0,0,333,47,60,2.5,28.0,2.0,3.0,1.0,4.0,40.5,Part C," 27,46,193.00 "," 11,33,222.00 "," 23,62,001.25 ", -   ," 1,76,991.00 "," 64,18,407.25 "," 50,99,261.92 ", -   ," 6,37,835.39 ", -   ," 6,62,442.83 "," 2,423.00 "," 16,444.11 "," 64,18,407.25 "," 61,39,828.25 "," 2,78,579.00 "," 64,18,407.25 "," 15,048.60 ", 682.79 ," 27,22,991.82 "," 91,41,399.07 "," 22,405.39 ", Part D ,No,No, -   , -   , -   , - , - , - , - , -   , -   , -  , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , Part E ,"55,33,450.00 "," 55,33,450.00 ",0.00 ,100.0000%," 64,18,407.25 ",86.2122%," 8,84,957.25 "
2017-18,New York City,342900011326,Cambria Heights Academy,Q326,Senior High School,Part B,9,12,Yes,,No,,353,0,0,257,21,64,9.0,17.0,4.0,3.0,1.0,5.0,39.0,Part C," 21,45,041.00 "," 9,77,879.00 "," 19,01,405.48 ", -   ," 96,950.00 "," 51,21,275.48 "," 41,25,585.68 ", -   ," 3,08,174.57 ", -   ," 6,85,372.23 "," 2,143.00 ", -   ," 51,21,275.48 "," 49,36,014.48 "," 1,85,261.00 "," 51,21,275.48 "," 14,265.94 ", 535.44 ," 23,09,203.85 "," 74,30,479.33 "," 21,475.37 ", Part D ,No,No, -   , -   , -   , - , - , - , - , -   , -   , -  , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , Part E ,"42,25,000.00 "," 41,75,623.00 ","49,377.00 ",101.1825%," 51,21,275.48 ",82.4990%," 8,96,275.48 "
2017-18,New York City,342900011327,Eagle Academy for Young Men III,Q327,Junior-Senior High School,Part B,6,12,Yes,,No,,531,0,0,382,4,135,10.0,27.0,6.0,2.0,2.0,5.0,52.0,Part C," 30,58,568.00 "," 20,30,242.00 "," 30,98,347.45 ", -   ," 2,23,847.00 "," 84,11,004.45 "," 48,17,928.32 ", -   ," 28,06,329.01 ", -   ," 6,65,490.00 "," 3,283.00 "," 1,17,974.12 "," 84,11,004.45 "," 81,66,617.45 "," 2,44,387.00 "," 84,11,004.45 "," 14,202.81 ", 425.02 ," 38,37,549.75 "," 1,22,48,554.20 "," 21,301.83 ", Part D ,No,No, -   , -   , -   , - , - , - , - , -   , -   , -  , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , Part E ,"70,62,045.00 "," 70,99,198.00 ","(37,153.00)",99.4767%," 84,11,004.45 ",83.9620%," 13,48,959.45 "
2017-18,New York City,342900011492,"Mathematics, Science Research and Technology Magnet High School",Q492,Senior High School,Part B,9,12,Yes,,No,,415,0,0,311,31,44,11.0,11.0,6.0,3.0,4.0,4.0,39.0,Part C," 20,29,207.00 "," 15,06,487.00 "," 21,52,725.00 ", -   ," 1,19,669.00 "," 58,08,088.00 "," 39,71,438.98 ", -   ," 8,13,609.24 ", -   ," 7,10,237.09 "," 2,461.00 "," 3,10,341.70 "," 58,08,088.00 "," 55,20,413.00 "," 2,87,675.00 "," 58,08,088.00 "," 14,879.82 ", 775.40 ," 24,76,053.84 "," 82,84,141.84 "," 22,329.22 ", Part D ,No,No, -   , -   , -   , - , - , - , - , -   , -   , -  , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , Part E ,"42,87,907.00 "," 41,94,092.00 ","93,815.00 ",102.2368%," 58,08,088.00 ",73.8265%," 15,20,181.00 "
2017-18,New York City,342900011498,Humanities & Arts Magnet High School,Q498,Senior High School,Part B,9,12,Yes,,No,,454,0,0,372,45,64,7.0,16.0,5.0,3.0,2.0,5.0,38.0,Part C," 24,32,536.00 "," 12,84,296.00 "," 22,63,011.78 ", -   ," 1,75,010.00 "," 61,54,853.78 "," 42,11,309.15 ", -   ," 10,14,326.77 ", -   ," 6,88,319.66 "," 2,741.00 "," 2,38,157.20 "," 61,54,853.78 "," 58,26,867.78 "," 3,27,986.00 "," 61,54,853.78 "," 13,840.54 ", 779.06 ," 28,09,753.82 "," 89,64,607.59 "," 21,293.60 ", Part D ,No,No, -   , -   , -   , - , - , - , - , -   , -   , -  , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , Part E ,"48,41,422.00 "," 50,72,444.00 ","(2,31,022.00)",95.4455%," 61,54,853.78 ",78.6602%," 13,13,431.78 "
2017-18,New York City,343000010002,P.S. 002 Alfred Zimberg,Q002,Elementary School,Part B,K,5,Yes,,No,,568,0,0,416,96,103,4.2,35.0,20.4,3.0,5.7,4.0,72.3,Part C," 34,62,451.00 "," 19,77,404.00 "," 33,12,082.96 ", -   ," 27,065.00 "," 87,79,002.96 "," 49,62,475.98 ", -   ," 31,42,843.56 ", -   ," 6,70,144.42 "," 3,539.00 ", -   ," 87,79,002.96 "," 82,92,894.96 "," 4,86,108.00 "," 87,79,002.96 "," 15,471.82 ", 906.92 ," 35,77,263.77 "," 1,23,56,266.73 "," 23,052.74 ", Part D ,No,No, -   , -   , -   , - , - , - , - , -   , -   , -  , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , Part E ,"55,14,629.00 "," 60,78,319.00 ","(5,63,690.00)",90.7262%," 87,79,002.96 ",62.8161%," 32,64,373.96 "
2017-18,New York City,343000010010,I.S. 010 Horace Greeley,Q010,Middle/Junior High School,Part B,6,8,Yes,,No,,741,0,0,570,121,133,9.0,45.0,8.0,5.0,3.9,3.0,73.9,Part C," 48,93,648.00 "," 21,57,137.00 "," 42,92,905.76 ", -   ," 1,19,220.00 "," 1,14,62,910.76 "," 73,59,810.63 ", -   ," 26,30,355.67 ", -   ," 11,92,760.06 "," 4,579.00 "," 2,75,405.41 "," 1,14,62,910.76 "," 1,09,47,969.76 "," 5,14,941.00 "," 1,14,62,910.76 "," 14,255.17 ", 670.50 ," 51,25,631.67 "," 1,65,88,542.42 "," 21,599.66 ", Part D ,No,No, -   , -   , -   , - , - , - , - , -   , -   , -  , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , Part E ,"85,85,314.00 "," 94,95,382.00 ","(9,10,068.00)",90.4157%," 1,14,62,910.76 ",74.8965%," 28,77,596.76 "
2017-18,New York City,343000010011,P.S. 011 Kathryn Phelan,Q011,Elementary School,Part B,K,6,Yes,,No,,"1,027",0,0,695,255,201,4.0,74.0,35.4,4.0,6.7,4.6,128.7,Part C," 64,79,243.00 "," 32,43,119.00 "," 59,19,508.79 ", -   ," 1,79,962.00 "," 1,58,21,832.79 "," 88,97,017.18 ", -   ," 60,48,630.37 ", -   ," 8,69,787.24 "," 6,398.00 ", -   ," 1,58,21,832.79 "," 1,48,80,803.79 "," 9,41,029.00 "," 1,58,21,832.79 "," 15,325.24 ", 969.13 ," 64,80,453.58 "," 2,23,02,286.37 "," 22,968.37 ", Part D ,No,No, -   , -   , -   , - , - , - , - , -   , -   , -  , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , Part E ,"1,02,81,929.00 "," 1,13,57,703.00 ","(10,75,774.00)",90.5282%," 1,58,21,832.79 ",64.9857%," 55,39,903.79 "
2017-18,New York City,343000010017,P.S. 017 Henry David Thoreau,Q017,Elementary School,Part B,K,5,Yes,,No,,493,53,1,364,133,100,21.0,25.0,20.7,3.0,4.8,3.0,77.5,Part C," 34,49,893.00 "," 19,20,866.00 "," 32,70,013.51 ", -   ," 1,02,756.00 "," 87,43,528.51 "," 44,00,495.66 "," 6,47,736.88 "," 30,42,445.64 "," 14,081.24 "," 6,35,710.10 "," 3,059.00 ", -   ," 87,43,528.51 "," 83,33,735.51 "," 4,09,793.00 "," 87,43,528.51 "," 16,026.41 ", 788.06 ," 34,70,479.77 "," 1,22,14,008.29 "," 23,488.48 ", Part D ,Yes,No, 46.00 , -   , -   , - , 46 ," 4,60,000 "," 1,87,737 ", -   ," 6,47,736.88 ", -  , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , Part E ,"52,34,312.00 "," 57,69,465.00 ","(5,35,153.00)",90.7244%," 87,43,528.51 ",59.8650%," 35,09,216.51 "
2017-18,New York City,343000010069,P.S. 069 Jackson Heights,Q069,Elementary School,Part B,K,5,Yes,,No,,973,57,3,602,222,107,3.0,62.0,23.5,3.0,4.9,5.0,101.4,Part C," 57,94,317.00 "," 27,52,436.00 "," 52,03,733.37 ", -   ," 1,64,443.00 "," 1,39,14,929.37 "," 90,30,364.50 "," 9,84,058.56 "," 30,64,716.74 "," 67,094.90 "," 6,58,855.09 "," 6,099.00 "," 1,03,740.58 "," 1,39,14,929.37 "," 1,31,91,703.37 "," 7,23,226.00 "," 1,39,14,929.37 "," 13,048.17 ", 715.36 ," 67,47,413.56 "," 2,06,62,342.93 "," 20,437.53 ", Part D ,Yes,No, 44.00 , -   , -   , - , 44 ," 4,40,000 "," 5,44,059 ", -   ," 9,84,058.56 ", -  , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , Part E ,"90,20,367.00 "," 99,66,416.00 ","(9,46,049.00)",90.5076%," 1,39,14,929.37 ",64.8251%," 48,94,562.37 "
2017-18,New York City,343000010070,P.S. 070,Q070,Elementary School,Part B,K,5,Yes,,No,,787,90,3,653,192,104,4.0,58.0,18.2,4.0,4.9,4.0,93.1,Part C," 56,11,667.00 "," 22,57,952.00 "," 47,91,456.94 ", -   ," 61,784.00 "," 1,27,22,859.94 "," 82,21,686.12 "," 14,45,888.16 "," 20,15,931.23 "," 47,666.64 "," 8,67,789.04 "," 4,903.00 "," 1,18,995.74 "," 1,27,22,859.94 "," 1,20,21,550.94 "," 7,01,309.00 "," 1,27,22,859.94 "," 14,060.29 ", 820.24 ," 57,06,269.63 "," 1,84,29,129.57 "," 21,554.54 ", Part D ,Yes,No, 91.00 , -   , -   , - , 91 ," 9,10,000 "," 5,35,888 ", -   ," 14,45,888.16 ", -  , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , Part E ,"76,53,781.00 "," 84,48,480.00 ","(7,94,699.00)",90.5936%," 1,27,22,859.94 ",60.1577%," 50,69,078.94 "
2017-18,New York City,343000010076,P.S. 076 William Hallet,Q076,Elementary School,Part B,K,5,Yes,,No,,410,42,5,321,63,145,10.0,52.0,28.0,2.0,5.7,5.0,102.7,Part C," 49,18,576.00 "," 25,24,841.00 "," 45,31,961.72 ", -   ," 2,34,523.00 "," 1,22,09,901.72 "," 45,44,295.67 "," 9,05,881.76 "," 61,19,119.40 "," 1,07,843.07 "," 4,28,962.58 "," 2,554.00 "," 1,01,245.25 "," 1,22,09,901.72 "," 1,16,80,459.72 "," 5,29,442.00 "," 1,22,09,901.72 "," 25,899.02 "," 1,173.93 "," 30,09,973.80 "," 1,52,19,875.52 "," 33,746.95 ", Part D ,Yes,No, 42.00 , -   , -   , - , 42 ," 1,64,516 "," 7,41,366 ", -   ," 9,05,881.76 ", -  , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , Part E ,"45,67,428.00 "," 50,23,728.00 ","(4,56,300.00)",90.9171%," 1,22,09,901.72 ",37.4076%," 76,42,473.72 "
2017-18,New York City,343000010078,P.S./I.S. 78Q,Q078,K-8 School,Part B,K,8,Yes,,No,,672,34,0,185,32,77,23.0,30.0,8.5,2.0,2.0,2.0,67.5,Part C," 39,87,792.00 "," 12,60,947.00 "," 31,95,721.03 ", -   ," 48,335.00 "," 84,92,795.03 "," 64,27,386.04 "," 6,25,474.95 "," 8,84,970.00 ", -   ," 4,71,360.73 "," 4,187.00 "," 79,416.30 "," 84,92,795.03 "," 83,42,217.03 "," 1,50,578.00 "," 84,92,795.03 "," 11,634.89 ", 210.01 ," 47,85,257.69 "," 1,32,78,052.71 "," 18,518.90 ", Part D ,Yes,No, 31.00 , -   , -   , - , 31 ," 1,30,082 "," 4,95,393 ", -   ," 6,25,474.95 ", -  , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , Part E ,"69,03,624.00 "," 65,91,784.00 ","3,11,840.00 ",104.7307%," 84,92,795.03 ",81.2880%," 15,89,171.03 "
2017-18,New York City,343000010084,P.S. 084 Steinway,Q084,Elementary School,Part B,K,5,Yes,,No,,223,46,3,130,23,38,2.0,22.0,9.0,2.0,1.9,2.0,38.9,Part C," 20,65,750.00 "," 8,89,834.00 "," 17,99,522.12 ", -   ," 17,801.00 "," 47,72,907.12 "," 24,94,522.90 "," 7,06,379.48 "," 10,11,417.10 "," 65,709.72 "," 4,93,488.92 "," 1,389.00 ", -   ," 47,72,907.12 "," 45,84,162.12 "," 1,88,745.00 "," 47,72,907.12 "," 17,233.69 ", 709.57 ," 17,75,283.88 "," 65,48,191.00 "," 24,617.26 ", Part D ,Yes,No, 43.00 , -   , -   , - , 43 ," 2,82,430 "," 4,23,949 ", -   ," 7,06,379.48 ", -  , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , Part E ,"25,22,095.00 "," 27,44,938.00 ","(2,22,843.00)",91.8817%," 47,72,907.12 ",52.8419%," 22,50,812.12 "
2017-18,New York City,343000010085,P.S. 085 Judge Charles Vallone,Q085,Elementary School,Part B,K,5,Yes,,No,,591,61,5,251,81,84,11.0,33.0,27.8,3.0,3.3,3.0,81.1,Part C," 35,03,827.00 "," 21,98,395.00 "," 34,71,826.42 ", -   ," 3,42,159.00 "," 95,16,207.42 "," 53,43,090.91 "," 12,07,057.82 "," 20,91,868.71 "," 59,363.50 "," 6,68,278.15 "," 3,682.00 "," 1,42,866.32 "," 95,16,207.42 "," 90,52,973.42 "," 4,63,234.00 "," 95,16,207.42 "," 14,301.70 ", 731.81 ," 42,24,641.72 "," 1,37,40,849.15 "," 21,707.50 ", Part D ,Yes,No, 61.00 , -   , -   , - , 61 ," 3,12,168 "," 8,94,890 ", -   ," 12,07,057.82 ", -  , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , Part E ,"56,07,355.00 "," 61,83,359.00 ","(5,76,004.00)",90.6846%," 95,16,207.42 ",58.9243%," 39,08,852.42 "
2017-18,New York City,343000010092,P.S. 092 Harry T. Stewart Sr.,Q092,Elementary School,Part B,K,5,Yes,,No,,842,82,4,684,256,179,8.0,68.0,31.4,3.0,4.8,4.0,119.2,Part C," 65,41,860.00 "," 26,59,743.00 "," 56,02,442.07 ", -   ," 19,077.00 "," 1,48,23,122.07 "," 91,20,510.97 "," 11,71,747.67 "," 37,19,699.39 "," 46,869.91 "," 6,76,883.91 "," 5,246.00 "," 82,164.23 "," 1,48,23,122.07 "," 1,38,89,253.07 "," 9,33,869.00 "," 1,48,23,122.07 "," 15,398.28 "," 1,035.33 "," 60,19,947.61 "," 2,08,43,069.68 "," 23,107.62 ", Part D ,Yes,No, 75.00 , -   , -   , - , 75 ," 7,50,000 "," 4,21,748 ", -   ," 11,71,747.67 ", -  , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , Part E ,"88,90,149.00 "," 98,14,333.00 ","(9,24,184.00)",90.5833%," 1,48,23,122.07 ",59.9749%," 59,32,973.07 "
